Datetime,15MIN LOAD,HOURLY LOAD,ISO FORECAST 2012-10-11 12:00,ISO FORECAST 2012-10-12 12:00
2012-10-12 11:00:00-05:00,40994.055999999997,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 11:15:00-05:00,41474.5026,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 11:30:00-05:00,41883.558599999997,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 11:45:00-05:00,42241.160199999998,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 12:00:00-05:00,42716.488299999997,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 12:15:00-05:00,43080.071600000003,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 12:30:00-05:00,43552.915399999998,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 12:45:00-05:00,43966.032599999999,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 13:00:00-05:00,,,43509.972699999998,44671.614699999998
2012-10-12 14:00:00-05:00,,,45576.487500000003,46209.943299999999
2012-10-12 15:00:00-05:00,,,46767.734600000003,47191.664100000002
2012-10-12 16:00:00-05:00,,,47018.624000000003,47272.918799999999
2012-10-12 17:00:00-05:00,,,45974.231899999999,46300.475899999998
2012-10-12 18:00:00-05:00,,,43082.071499999998,43433.0723
2012-10-12 19:00:00-05:00,,,42820.025900000001,42724.822899999999
2012-10-12 20:00:00-05:00,,,41647.6201,41002.186399999999
2012-10-12 21:00:00-05:00,,,39502.442999999999,38839.663800000002
2012-10-12 22:00:00-05:00,,,37173.392,36956.781300000002
2012-10-12 23:00:00-05:00,,,34354.713900000002,34289.456100000003
